Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
SPP2	2q37.1	0.02	0.07	0.09	0.39	-0.05	0.0284	0.0550	Unaltered group
FOXE1	9q22.33	1.11	1.76	1.59	2.04	-0.65	0.0284	0.0550	Unaltered group
CSPG4	15q24.2	12.47	13.22	1.88	1.79	-0.75	0.0285	0.0552	Unaltered group
TP53RK	20q13.12	9.30	9.44	0.34	0.53	-0.14	0.0285	0.0552	Unaltered group
EXT1	8q24.11	9.70	9.86	0.39	0.57	-0.16	0.0285	0.0552	Unaltered group
SMPD2	6q21	7.81	8.04	0.53	1.07	-0.23	0.0286	0.0553	Unaltered group
DDX27	20q13.13	10.60	10.73	0.31	0.47	-0.13	0.0286	0.0554	Unaltered group
PCDHB13	5q31.3	4.93	5.47	1.34	1.57	-0.54	0.0287	0.0554	Unaltered group
NKX2-2	20p11.22	2.18	3.06	2.17	2.75	-0.88	0.0287	0.0555	Unaltered group
SPRR2G	1q21.3	0.92	1.67	1.77	3.24	-0.76	0.0287	0.0556	Unaltered group
SIRT2	19q13.2	10.38	10.57	0.47	0.59	-0.19	0.0287	0.0556	Unaltered group
FAM25A	10q23.2	0.43	0.97	1.26	2.33	-0.54	0.0287	0.0556	Unaltered group
KRT10	17q21.2	8.92	9.47	1.31	2.05	-0.55	0.0288	0.0556	Unaltered group
FOXP4	6p21.1	10.35	10.63	0.71	0.78	-0.29	0.0288	0.0557	Unaltered group
PSMC4	19q13.11-q13.13	10.89	11.08	0.46	0.54	-0.19	0.0288	0.0557	Unaltered group
MRPS30	5p12	8.79	8.98	0.47	0.59	-0.19	0.0288	0.0557	Unaltered group
CLDN20	6q25.3	1.66	2.01	0.82	1.29	-0.34	0.0288	0.0557	Unaltered group
ITGB5	3q21.2	11.42	11.89	1.20	1.01	-0.47	0.0288	0.0557	Unaltered group
GINS3	16q21	7.46	7.68	0.55	0.63	-0.22	0.0289	0.0557	Unaltered group
SEC31A	4q21.22	12.09	12.24	0.37	0.43	-0.15	0.0289	0.0558	Unaltered group
CTIF	18q21.1	8.96	9.20	0.60	0.77	-0.24	0.0289	0.0558	Unaltered group
PEX11G	19p13.2	4.87	5.30	1.07	1.11	-0.43	0.0290	0.0559	Unaltered group
OPTC	1q32.1	0.07	0.16	0.20	0.42	-0.09	0.0290	0.0560	Unaltered group
TTLL11	9q33.2	5.65	5.82	0.39	0.72	-0.17	0.0290	0.0560	Unaltered group
GPX8	5q11.2	9.57	9.93	0.91	0.89	-0.36	0.0291	0.0561	Unaltered group
TP53I13	17q11.2	9.23	9.66	1.10	0.83	-0.43	0.0291	0.0562	Unaltered group
E2F7	12q21.2	7.12	7.52	0.99	1.14	-0.40	0.0292	0.0562	Unaltered group
SYNPO2L	10q22.2	1.48	1.91	1.04	1.72	-0.44	0.0292	0.0563	Unaltered group
NOX5	15q23	2.84	3.66	2.06	2.39	-0.83	0.0292	0.0563	Unaltered group
TM2D1	1p31.3	8.27	8.44	0.42	0.61	-0.17	0.0293	0.0564	Unaltered group
KDM5C	Xp11.22	11.37	11.52	0.38	0.47	-0.16	0.0293	0.0565	Unaltered group
GSTM3	1p13.3	8.72	9.26	1.37	1.46	-0.55	0.0293	0.0565	Unaltered group
APOD	3q29	12.39	13.43	2.60	2.71	-1.04	0.0293	0.0565	Unaltered group
COQ4	9q34.11	9.32	9.53	0.53	0.74	-0.22	0.0293	0.0565	Unaltered group
SPANXC	Xq27.2	0.11	0.28	0.34	1.06	-0.17	0.0294	0.0567	Unaltered group
C7ORF57	7p12.3	1.71	2.14	1.06	1.40	-0.43	0.0296	0.0569	Unaltered group
IRF2BPL	14q24.3	10.32	10.50	0.44	0.62	-0.18	0.0296	0.0569	Unaltered group
ENTPD2	9q34.3	1.85	2.46	1.46	2.31	-0.60	0.0296	0.0570	Unaltered group
BABAM1	19p13.11	10.37	10.52	0.36	0.45	-0.15	0.0296	0.0570	Unaltered group
GAGE12F	Xp11.23	0.02	0.06	0.10	0.29	-0.05	0.0296	0.0570	Unaltered group
SPATA31A6	9p11.2	0.25	0.53	0.66	1.08	-0.28	0.0297	0.0571	Unaltered group
CNTNAP1	17q21.2	8.21	8.56	0.85	1.30	-0.35	0.0297	0.0571	Unaltered group
CSN2	4q13.3	0.04	0.15	0.19	0.80	-0.11	0.0297	0.0572	Unaltered group
EXTL2	1p21.2	8.66	8.97	0.78	0.92	-0.31	0.0297	0.0572	Unaltered group
ULK4	3p22.1	5.97	6.34	0.92	1.30	-0.38	0.0298	0.0573	Unaltered group
TULP4	6q25.3	9.91	10.12	0.50	0.79	-0.21	0.0299	0.0574	Unaltered group
TEX13A	Xq22.3	0.01	0.05	0.07	0.25	-0.04	0.0299	0.0575	Unaltered group
FOXN1	17q11.2	0.44	0.89	1.07	2.04	-0.46	0.0300	0.0576	Unaltered group
DPP7	9q34.3	11.43	11.89	1.16	1.05	-0.45	0.0300	0.0576	Unaltered group
TMEM192	4q32.3	9.13	9.36	0.59	0.77	-0.24	0.0300	0.0577	Unaltered group
CABYR	18q11.2	4.80	5.30	1.23	1.64	-0.50	0.0300	0.0577	Unaltered group
HS3ST5	6q21-q22.1	1.41	2.09	1.67	2.26	-0.68	0.0300	0.0577	Unaltered group
SOX2	3q26.33	3.98	5.41	3.66	3.17	-1.44	0.0301	0.0578	Unaltered group
POLR1E	9p13.2	8.90	9.06	0.38	0.66	-0.16	0.0301	0.0578	Unaltered group
PCYT1B	Xp22.11	3.72	4.38	1.64	2.16	-0.66	0.0301	0.0579	Unaltered group
C1ORF159	1p36.33	7.16	7.66	1.29	0.76	-0.50	0.0302	0.0579	Unaltered group
CKMT1B	15q15.3	3.83	4.89	2.65	3.18	-1.06	0.0302	0.0579	Unaltered group
ZSCAN9	6p22.1	7.37	7.59	0.55	0.67	-0.22	0.0302	0.0579	Unaltered group
PKD1	16p13.3	10.44	10.86	1.06	0.65	-0.41	0.0303	0.0582	Unaltered group
ASPG	14q32.33	0.93	1.31	0.87	1.74	-0.38	0.0304	0.0583	Unaltered group
ART5	11p15.4	1.11	1.59	1.18	1.50	-0.47	0.0304	0.0583	Unaltered group
RPRD2	1q21.2	10.38	10.53	0.37	0.56	-0.15	0.0304	0.0584	Unaltered group
CDCA3	12p13.31	7.63	7.95	0.79	0.88	-0.31	0.0305	0.0584	Unaltered group
EXOC3	5p15.33	10.21	10.39	0.45	0.63	-0.18	0.0305	0.0584	Unaltered group
PRR12	19q13.33	10.25	10.53	0.72	0.57	-0.28	0.0305	0.0584	Unaltered group
BARHL2	1p22.2	0.73	1.11	0.93	1.38	-0.38	0.0305	0.0585	Unaltered group
RPS15	19p13.3	12.33	12.65	0.83	0.86	-0.33	0.0305	0.0585	Unaltered group
C3P1	19p13.2	0.14	0.29	0.34	0.84	-0.15	0.0305	0.0585	Unaltered group
MSRA	8p23.1	7.87	8.12	0.60	0.98	-0.25	0.0306	0.0586	Unaltered group
ITGA3	17q21.33	11.56	12.13	1.43	1.81	-0.57	0.0306	0.0587	Unaltered group
TMEM151B	6p21.1	4.24	4.72	1.19	1.81	-0.49	0.0306	0.0587	Unaltered group
MPST	22q12.3	8.94	9.32	0.95	1.40	-0.39	0.0307	0.0587	Unaltered group
CIAO3	16p13.3	8.95	9.30	0.92	0.58	-0.35	0.0307	0.0588	Unaltered group
ATP5F1C	10p14	11.31	11.46	0.38	0.58	-0.15	0.0308	0.0589	Unaltered group
MTCL1	18p11.22	6.54	7.10	1.41	1.46	-0.55	0.0308	0.0589	Unaltered group
MPP3	17q21.31	4.44	4.89	1.12	1.33	-0.45	0.0308	0.0589	Unaltered group
ZBBX	3q26.1	0.29	0.53	0.58	0.93	-0.24	0.0308	0.0590	Unaltered group
AADACL3	1p36.21	0.04	0.14	0.15	0.86	-0.11	0.0309	0.0592	Unaltered group
EHBP1	2p15	10.15	10.49	0.88	0.88	-0.35	0.0309	0.0592	Unaltered group
HSPA8	11q24.1	14.55	14.78	0.57	0.68	-0.23	0.0310	0.0593	Unaltered group
RPP40	6p25.1	6.69	6.95	0.66	0.80	-0.26	0.0311	0.0594	Unaltered group
MGME1	20p11.23	9.45	9.62	0.44	0.54	-0.17	0.0311	0.0595	Unaltered group
RSPH3	6q25.3	6.21	6.45	0.60	0.67	-0.24	0.0313	0.0598	Unaltered group
LINC01777	1p36.32	0.58	0.95	0.90	1.45	-0.37	0.0313	0.0599	Unaltered group
PRAF2	Xp11.23	9.72	9.92	0.50	0.76	-0.20	0.0314	0.0599	Unaltered group
PROS1	3q11.1	9.87	10.31	1.09	1.33	-0.43	0.0315	0.0600	Unaltered group
SLC2A4	17p13.1	3.65	4.00	0.80	1.68	-0.35	0.0315	0.0600	Unaltered group
WBP11P1	18q12.1	3.56	3.80	0.60	0.74	-0.24	0.0315	0.0600	Unaltered group
INPP1	2q32.2	8.64	8.82	0.45	0.72	-0.18	0.0315	0.0600	Unaltered group
DNLZ	9q34.3	7.02	7.41	0.98	0.99	-0.38	0.0315	0.0601	Unaltered group
NKPD1	19q13.32	2.45	3.01	1.41	1.85	-0.56	0.0317	0.0604	Unaltered group
POLD1	19q13.3	9.52	9.88	0.94	0.78	-0.36	0.0317	0.0604	Unaltered group
FAT1	4q35.2	10.64	11.12	1.23	1.19	-0.48	0.0318	0.0606	Unaltered group
SOWAHB	4q21.1	0.66	1.01	0.86	1.38	-0.35	0.0319	0.0607	Unaltered group
GSTT2	22q11.23	6.27	6.96	1.76	2.16	-0.70	0.0319	0.0608	Unaltered group
TSKU	11q13.5	9.21	9.68	1.18	1.49	-0.47	0.0321	0.0612	Unaltered group
TLNRD1	15q25.1	10.21	10.51	0.76	0.96	-0.30	0.0322	0.0613	Unaltered group
UBOX5	20p13	8.32	8.52	0.50	0.63	-0.20	0.0322	0.0613	Unaltered group
PPFIBP1	12p11.23-p11.22	10.96	11.35	0.99	1.03	-0.39	0.0322	0.0614	Unaltered group
SPTBN1	2p16.2	13.36	13.64	0.71	0.87	-0.28	0.0323	0.0615	Unaltered group
LINC02203	15q11.2	0.02	0.07	0.10	0.35	-0.05	0.0323	0.0615	Unaltered group
MMP3	11q22.2	2.37	3.40	2.62	2.99	-1.03	0.0323	0.0615	Unaltered group
PLEKHJ1	19p13.3	9.51	9.74	0.59	0.60	-0.23	0.0324	0.0616	Unaltered group
SYT14	1q32.2	3.65	4.57	2.38	2.28	-0.93	0.0324	0.0616	Unaltered group
CDSN	6p21.33	2.68	3.53	2.09	3.21	-0.85	0.0324	0.0617	Unaltered group
ARG2	14q24.1	7.53	7.84	0.80	0.86	-0.31	0.0325	0.0617	Unaltered group
NKX6-1	4q21.23	1.73	2.45	1.83	2.15	-0.72	0.0325	0.0617	Unaltered group
RPLP0	12q24.23	14.38	14.56	0.43	0.70	-0.18	0.0325	0.0618	Unaltered group
TCP1	6q25.3	11.57	11.71	0.34	0.61	-0.14	0.0326	0.0619	Unaltered group
GPD1L	3p22.3	9.54	9.81	0.70	0.84	-0.28	0.0327	0.0620	Unaltered group
MAP1LC3B	16q24.2	11.14	11.26	0.30	0.59	-0.13	0.0327	0.0620	Unaltered group
CNOT3	19q13.42	10.17	10.33	0.40	0.44	-0.16	0.0327	0.0620	Unaltered group
C5ORF22	5p13.3	9.51	9.79	0.72	0.85	-0.28	0.0327	0.0621	Unaltered group
SHROOM3	4q21.1	5.91	6.57	1.65	2.08	-0.65	0.0327	0.0621	Unaltered group
ZNF106	15q15.1	12.07	12.57	1.29	1.26	-0.50	0.0328	0.0621	Unaltered group
TTC28	22q12.1	8.77	9.04	0.65	1.13	-0.27	0.0328	0.0621	Unaltered group
AKIP1	11p15.4	8.44	8.60	0.41	0.55	-0.16	0.0328	0.0623	Unaltered group
POLR2K	8q22.2	9.65	9.84	0.46	0.62	-0.18	0.0329	0.0623	Unaltered group
PTCH1	9q22.32	7.76	8.11	0.89	1.21	-0.35	0.0329	0.0623	Unaltered group
R3HCC1	8p21.3	9.24	9.43	0.46	0.66	-0.18	0.0329	0.0623	Unaltered group
LINC00520	14q22.3	4.82	5.92	2.81	3.24	-1.10	0.0329	0.0624	Unaltered group
FBXO31	16q24.2	9.43	9.61	0.48	0.50	-0.19	0.0329	0.0624	Unaltered group
VAC14	16q22.1-q22.2	10.67	10.87	0.50	0.71	-0.20	0.0329	0.0624	Unaltered group
IL22RA1	1p36.11	2.20	2.98	1.96	2.50	-0.78	0.0329	0.0624	Unaltered group
DSG3	18q12.1	1.60	2.68	2.72	3.55	-1.08	0.0331	0.0627	Unaltered group
DMAC1	9p24.1	9.06	9.26	0.50	0.61	-0.20	0.0331	0.0628	Unaltered group
SERPINB5	18q21.33	1.36	2.34	2.45	3.45	-0.98	0.0332	0.0628	Unaltered group
USP32	17q23.3	10.21	10.44	0.57	0.74	-0.22	0.0332	0.0628	Unaltered group
ZNF77	19p13.3	6.05	6.31	0.69	0.74	-0.27	0.0332	0.0629	Unaltered group
KRT38	17q21.2	0.03	0.10	0.13	0.58	-0.07	0.0332	0.0629	Unaltered group
HOXC11	12q13.13	3.93	4.75	2.11	2.28	-0.82	0.0333	0.0630	Unaltered group
SUGCT	7p14.1	5.42	5.92	1.30	1.23	-0.50	0.0333	0.0630	Unaltered group
BRD4	19p13.12	11.02	11.22	0.53	0.48	-0.20	0.0333	0.0631	Unaltered group
HEXA-AS1	15q23	4.44	4.82	0.96	1.31	-0.38	0.0333	0.0631	Unaltered group
ATP5MJ	14q32.33	9.84	10.03	0.49	0.63	-0.19	0.0334	0.0631	Unaltered group
DCLK2	4q31.23-q31.3	6.96	7.42	1.18	1.23	-0.46	0.0334	0.0632	Unaltered group
GALNTL6	4q34.1	1.61	2.17	1.39	2.14	-0.56	0.0334	0.0632	Unaltered group
C4ORF19	4p14	5.31	6.31	2.59	2.48	-1.00	0.0337	0.0636	Unaltered group
MRPL47	3q26.33	8.96	9.16	0.51	0.58	-0.20	0.0337	0.0637	Unaltered group
CD55	1q32.2	10.28	10.62	0.83	1.33	-0.34	0.0337	0.0638	Unaltered group
TUBB2B	6p25.2	8.33	8.96	1.60	1.85	-0.62	0.0338	0.0639	Unaltered group
KRI1	19p13.2	9.97	10.15	0.48	0.48	-0.19	0.0338	0.0639	Unaltered group
TLCD5	11q23.3	6.47	6.84	0.92	1.35	-0.37	0.0338	0.0640	Unaltered group
GRB10	7p12.1	9.67	10.05	0.98	1.20	-0.38	0.0339	0.0640	Unaltered group
IQCD	12q24.13	4.27	4.54	0.67	0.96	-0.27	0.0339	0.0640	Unaltered group
SPANXB1	Xq27.1	0.13	0.31	0.41	1.06	-0.18	0.0339	0.0641	Unaltered group
MS4A15	11q12.2	0.73	1.25	1.28	2.16	-0.52	0.0340	0.0642	Unaltered group
SBF1P1	8q12.1	0.92	1.21	0.75	0.83	-0.29	0.0340	0.0642	Unaltered group
SFT2D3	2q14.3	8.05	8.20	0.39	0.54	-0.15	0.0340	0.0642	Unaltered group
GTPBP2	6p21.1	10.40	10.57	0.42	0.57	-0.17	0.0340	0.0642	Unaltered group
SGK1	6q23.2	11.86	12.21	0.90	1.11	-0.35	0.0340	0.0643	Unaltered group
ANKFY1	17p13.2	10.84	11.01	0.43	0.61	-0.17	0.0341	0.0643	Unaltered group
SPHK2	19q13.33	8.58	8.94	0.95	0.61	-0.36	0.0341	0.0643	Unaltered group
C5ORF49	5p15.31	1.57	2.06	1.26	1.53	-0.49	0.0341	0.0643	Unaltered group
BCHE	3q26.1	7.62	8.68	2.76	2.69	-1.06	0.0341	0.0644	Unaltered group
CYP26A1	10q23.33	1.83	2.46	1.59	2.35	-0.63	0.0342	0.0646	Unaltered group
PYGO1	15q21.3	3.55	4.13	1.49	1.76	-0.58	0.0343	0.0646	Unaltered group
CNNM2	10q24.32	7.30	7.49	0.46	0.66	-0.18	0.0343	0.0646	Unaltered group
WASH3P	15q26.3	8.43	8.69	0.69	0.64	-0.27	0.0343	0.0646	Unaltered group
OR5AU1	14q11.2	0.10	0.22	0.31	0.51	-0.12	0.0343	0.0647	Unaltered group
TMCO3	13q34	9.34	9.52	0.43	0.77	-0.18	0.0345	0.0649	Unaltered group
SH3TC2	5q32	8.11	8.78	1.76	1.37	-0.67	0.0345	0.0649	Unaltered group
KRTAP1-3	17q21.2	0.03	0.12	0.11	0.82	-0.09	0.0345	0.0650	Unaltered group
C5ORF38	5p15.33	2.07	2.87	2.05	2.51	-0.80	0.0345	0.0650	Unaltered group
FAM200B	4p15.32	8.40	8.59	0.48	0.69	-0.19	0.0346	0.0651	Unaltered group
STK24	13q32.2	11.57	11.72	0.37	0.73	-0.15	0.0346	0.0651	Unaltered group
DSG1	18q12.1	1.37	2.38	2.53	3.63	-1.01	0.0347	0.0652	Unaltered group
CSRP1	1q32.1	12.84	13.15	0.78	0.94	-0.30	0.0347	0.0654	Unaltered group
ATP13A1	19p13.11	11.07	11.31	0.63	0.61	-0.24	0.0348	0.0654	Unaltered group
TMEM143	19q13.32	7.09	7.28	0.49	0.69	-0.19	0.0348	0.0655	Unaltered group
SLC5A7	2q12.3	0.04	0.11	0.13	0.47	-0.07	0.0348	0.0655	Unaltered group
HDGFL1	6p22.3	0.03	0.07	0.10	0.25	-0.05	0.0349	0.0655	Unaltered group
FAM50A	Xq28	10.70	10.89	0.47	0.67	-0.19	0.0349	0.0656	Unaltered group
FXR1	3q26.33	11.17	11.34	0.43	0.62	-0.17	0.0349	0.0657	Unaltered group
ASB1	2q37.3	8.85	9.02	0.43	0.67	-0.17	0.0350	0.0657	Unaltered group
HNRNPCL1	1p36.21	0.05	0.17	0.27	0.82	-0.13	0.0350	0.0657	Unaltered group
TRIM49	11p11.12-q12	0.08	0.22	0.33	0.65	-0.14	0.0351	0.0660	Unaltered group
NME5	5q31.2	4.02	4.61	1.52	1.78	-0.59	0.0352	0.0660	Unaltered group
UBA2	19q13.11	11.24	11.47	0.61	0.78	-0.24	0.0352	0.0661	Unaltered group
TYR	11q14.3	11.30	12.72	3.71	3.47	-1.41	0.0353	0.0663	Unaltered group
PLXNB2	22q13.33	12.41	12.72	0.82	0.80	-0.31	0.0353	0.0663	Unaltered group
SF3B2	11q13.1	12.45	12.56	0.27	0.46	-0.11	0.0354	0.0664	Unaltered group
FHDC1	4q31.3	8.27	8.88	1.58	1.72	-0.61	0.0354	0.0664	Unaltered group
NAE1	16q22.1	9.39	9.56	0.44	0.65	-0.17	0.0354	0.0664	Unaltered group
ADGRB2	1p35.2	6.69	7.35	1.71	1.80	-0.66	0.0355	0.0666	Unaltered group
PLIN3	19p13.3	10.63	10.85	0.58	0.64	-0.22	0.0355	0.0666	Unaltered group
USP11	Xp11.3	11.42	11.61	0.47	0.76	-0.19	0.0356	0.0667	Unaltered group
SERBP1	1p31.3	12.47	12.61	0.36	0.52	-0.14	0.0356	0.0667	Unaltered group
ZFP91-CNTF	11q12.1	0.53	0.85	0.82	1.05	-0.32	0.0356	0.0668	Unaltered group
WDCP	2p23.3	8.17	8.33	0.43	0.52	-0.17	0.0357	0.0669	Unaltered group
MOCOS	18q12.2	6.93	7.51	1.51	1.85	-0.59	0.0357	0.0669	Unaltered group
ATP12A	13q12.12	1.11	1.69	1.48	2.09	-0.58	0.0358	0.0671	Unaltered group
FLG2	1q21.3	1.20	2.04	2.11	3.08	-0.84	0.0359	0.0672	Unaltered group
ABCG5	2p21	1.88	2.36	1.23	1.58	-0.48	0.0359	0.0672	Unaltered group
GPR137	11q13.1	9.22	9.49	0.69	0.74	-0.26	0.0359	0.0673	Unaltered group
FAT2	5q33.1	4.93	5.66	1.88	2.39	-0.73	0.0359	0.0673	Unaltered group
TMEM230	20p13-p12.3	11.43	11.58	0.40	0.50	-0.15	0.0360	0.0673	Unaltered group
SIRPA	20p13	11.96	12.30	0.87	1.10	-0.34	0.0360	0.0674	Unaltered group
SBDS	7q11.21	10.68	10.88	0.52	0.54	-0.20	0.0360	0.0674	Unaltered group
PPARD	6p21.31	10.32	10.54	0.55	0.80	-0.22	0.0360	0.0674	Unaltered group
SYP	Xp11.23	5.64	6.13	1.26	1.39	-0.49	0.0360	0.0674	Unaltered group
NSMCE1	16p12.1	10.00	10.16	0.43	0.60	-0.17	0.0361	0.0675	Unaltered group
PCDHA8	5q31.3	0.81	1.25	1.12	1.47	-0.44	0.0362	0.0676	Unaltered group
PLA2G3	22q12.2	0.60	1.03	1.03	2.04	-0.43	0.0362	0.0676	Unaltered group
DMTN	8p21.3	7.45	7.94	1.25	1.72	-0.49	0.0362	0.0676	Unaltered group
ESM1	5q11.2	5.80	6.31	1.29	1.93	-0.51	0.0362	0.0677	Unaltered group
PRDM9	5p14.2	0.44	0.73	0.74	1.16	-0.29	0.0362	0.0677	Unaltered group
PLEKHM2	1p36.21	11.34	11.58	0.64	0.64	-0.24	0.0363	0.0677	Unaltered group
HHIP	4q31.21	0.82	1.27	1.18	1.48	-0.46	0.0363	0.0677	Unaltered group
UTP14A	Xq26.1	9.28	9.44	0.39	0.54	-0.15	0.0363	0.0678	Unaltered group
IER3IP1	18q21.1	9.94	10.10	0.43	0.55	-0.17	0.0363	0.0678	Unaltered group
TGM6	20p13	0.02	0.07	0.10	0.41	-0.05	0.0363	0.0678	Unaltered group
CHST6	16q23.1	7.83	8.39	1.46	1.57	-0.56	0.0364	0.0679	Unaltered group
CORO1B	11q13.2	11.10	11.44	0.92	0.72	-0.35	0.0364	0.0679	Unaltered group
ATAD3B	1p36.33	8.70	9.07	0.97	1.00	-0.37	0.0365	0.0681	Unaltered group
ROPN1	3q21.1	6.73	7.60	2.30	2.10	-0.87	0.0365	0.0681	Unaltered group
RAD23B	9q31.2	11.45	11.58	0.33	0.49	-0.13	0.0365	0.0682	Unaltered group
SERPINB3	18q21.33	1.28	2.21	2.36	3.45	-0.93	0.0366	0.0682	Unaltered group
TAFA5	22q13.32	5.61	6.45	2.15	2.99	-0.84	0.0366	0.0682	Unaltered group
SHC2	19p13.3	7.00	7.70	1.81	2.18	-0.70	0.0366	0.0682	Unaltered group
SSX4	Xp11.23	0.98	1.65	1.73	2.20	-0.67	0.0366	0.0683	Unaltered group
NUDT16L1	16p13.3	8.65	8.86	0.54	0.59	-0.21	0.0366	0.0683	Unaltered group
PRAMEF14	1p36.21	0.03	0.09	0.16	0.35	-0.07	0.0366	0.0683	Unaltered group
FBXL7	5p15.1	8.03	8.57	1.40	1.86	-0.54	0.0367	0.0683	Unaltered group
KRT16	17q21.2	2.60	3.93	3.40	4.96	-1.34	0.0368	0.0684	Unaltered group
NUP35	2q32.1	7.71	7.93	0.58	0.60	-0.22	0.0368	0.0686	Unaltered group
ARHGEF16	1p36.32	4.29	5.07	2.01	2.51	-0.78	0.0368	0.0686	Unaltered group
GLOD4	17p13.3	10.25	10.36	0.27	0.45	-0.11	0.0369	0.0687	Unaltered group
AATK	17q25.3	7.30	8.04	1.97	1.76	-0.74	0.0369	0.0687	Unaltered group
ZNF622	5p15.1	9.50	9.68	0.45	0.62	-0.17	0.0369	0.0687	Unaltered group
OSBPL9	1p32.3	10.95	11.17	0.56	0.76	-0.22	0.0371	0.0689	Unaltered group
AAAS	12q13.13	9.72	9.83	0.27	0.52	-0.11	0.0371	0.0690	Unaltered group
DDX55	12q24.31	8.94	9.15	0.53	0.63	-0.20	0.0371	0.0691	Unaltered group
DHX38	16q22.2	10.60	10.72	0.32	0.48	-0.13	0.0372	0.0692	Unaltered group
HOXB13	17q21.32	4.37	5.56	3.12	3.44	-1.19	0.0373	0.0693	Unaltered group
RAVER1	19p13.2	10.81	11.08	0.74	0.56	-0.28	0.0373	0.0694	Unaltered group
N6AMT1	21q21.3	7.45	7.73	0.72	0.72	-0.27	0.0373	0.0694	Unaltered group
LINC00052	15q25.3	1.12	1.77	1.68	2.12	-0.65	0.0374	0.0694	Unaltered group
SIRT5	6p23	8.25	8.46	0.53	0.63	-0.20	0.0374	0.0695	Unaltered group
SPHAR	1q42.13	6.44	6.63	0.49	0.72	-0.19	0.0375	0.0697	Unaltered group
KRT33B	17q21.2	0.06	0.19	0.26	0.87	-0.13	0.0375	0.0697	Unaltered group
MBP	18q23	11.81	12.19	0.92	1.84	-0.38	0.0375	0.0697	Unaltered group
WASL	7q31.32	10.43	10.73	0.81	0.74	-0.31	0.0376	0.0699	Unaltered group
ATP11AUN	13q34	0.23	0.41	0.45	0.88	-0.18	0.0376	0.0699	Unaltered group
CFAP61	20p11.23	2.55	3.40	2.18	3.07	-0.85	0.0377	0.0699	Unaltered group
FLJ16779	20q13.33	4.10	5.08	2.60	2.73	-0.99	0.0377	0.0699	Unaltered group
DCTN3	9p13.3	9.58	9.73	0.39	0.53	-0.15	0.0377	0.0700	Unaltered group
KLHL25	15q25.3	7.19	7.44	0.66	0.61	-0.25	0.0377	0.0700	Unaltered group
KCTD21	11q14.1	8.30	8.49	0.45	0.86	-0.18	0.0378	0.0701	Unaltered group
MSX1	4p16.2	6.08	6.51	1.10	1.64	-0.43	0.0379	0.0703	Unaltered group
PPM1G	2p23.3	11.40	11.53	0.31	0.50	-0.12	0.0379	0.0703	Unaltered group
FKBP6	7q11.23	0.77	1.13	0.94	1.07	-0.36	0.0379	0.0703	Unaltered group
LHFPL4	3p25.3	0.96	1.40	1.10	2.07	-0.45	0.0379	0.0704	Unaltered group
HSPA4	5q31.1	11.45	11.62	0.45	0.60	-0.17	0.0380	0.0704	Unaltered group
PRKD3	2p22.2	10.75	11.04	0.72	1.09	-0.28	0.0380	0.0705	Unaltered group
ST6GALNAC3	1p31.1	6.68	7.25	1.48	1.85	-0.57	0.0380	0.0705	Unaltered group
MRPL43	10q24.31	9.69	9.86	0.43	0.54	-0.17	0.0381	0.0705	Unaltered group
CENPS	1p36.22	7.38	7.57	0.49	0.73	-0.19	0.0381	0.0705	Unaltered group
PTPA	9q34.11	11.74	11.96	0.57	0.69	-0.22	0.0381	0.0706	Unaltered group
SNRNP25	16p13.3	9.09	9.29	0.54	0.69	-0.21	0.0381	0.0706	Unaltered group
NKIRAS1	3p24.2	7.51	7.78	0.70	0.69	-0.26	0.0382	0.0708	Unaltered group
EFNB3	17p13.1	5.81	6.53	1.88	2.19	-0.72	0.0383	0.0709	Unaltered group
KCNA7	19q13.33	0.83	1.22	1.01	1.35	-0.39	0.0384	0.0710	Unaltered group
PKNOX2	11q24.2	8.43	9.05	1.60	2.08	-0.61	0.0384	0.0710	Unaltered group
HEATR6	17q23.1	8.73	8.86	0.32	0.52	-0.13	0.0384	0.0710	Unaltered group
DLEU1	13q14.2-q14.3	7.32	7.60	0.76	0.76	-0.29	0.0384	0.0711	Unaltered group
PDE6A	5q32	1.37	1.69	0.83	1.25	-0.32	0.0384	0.0711	Unaltered group
SGSM2	17p13.3	10.36	10.59	0.58	0.84	-0.23	0.0385	0.0712	Unaltered group
PATL1	11q12.1	10.47	10.60	0.32	0.57	-0.13	0.0386	0.0713	Unaltered group
VGLL1	Xq26.3	0.16	0.34	0.46	0.92	-0.19	0.0386	0.0714	Unaltered group
CARS2	13q34	9.70	9.90	0.52	0.67	-0.20	0.0386	0.0714	Unaltered group
ABCC10	6p21.1	9.34	9.51	0.45	0.61	-0.17	0.0388	0.0717	Unaltered group
LRRC36	16q22.1	2.63	3.10	1.22	1.46	-0.46	0.0389	0.0718	Unaltered group
MRPL53	2p13.1	9.21	9.46	0.65	0.67	-0.24	0.0389	0.0718	Unaltered group
CCDC106	19q13.42	8.32	8.68	0.96	0.82	-0.36	0.0389	0.0718	Unaltered group
COLGALT1	19p13.11	11.77	11.97	0.52	0.57	-0.20	0.0389	0.0718	Unaltered group
ARMC5	16p11.2	8.43	8.69	0.68	0.69	-0.25	0.0389	0.0719	Unaltered group
CENPL	1q25.1	7.55	7.77	0.59	0.69	-0.22	0.0390	0.0720	Unaltered group
