Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
NKAIN2	6q22.31	2.01	2.14	1.98	2.12	-0.14	0.702	0.804	Unaltered group
NANS	9q22.33	10.09	10.12	0.45	0.63	-0.03	0.702	0.804	Unaltered group
IRX4	5p15.33	0.64	0.73	1.36	1.64	-0.09	0.702	0.804	Unaltered group
RNASEH2C	11q13.1	9.13	9.16	0.54	0.60	-0.04	0.702	0.804	Unaltered group
MAPRE3	2p23.3	8.42	8.47	0.64	0.87	-0.05	0.702	0.804	Unaltered group
CSNK1A1L	13q13.3	1.98	2.07	1.33	1.21	-0.09	0.703	0.804	Unaltered group
CACNA1S	1q32.1	0.54	0.60	0.85	1.00	-0.06	0.703	0.804	Unaltered group
CAPZA3	12p12.3	0.41	0.47	0.80	0.92	-0.06	0.703	0.804	Unaltered group
OR5P2	11p15.4	0.04	0.06	0.18	0.22	-0.01	0.703	0.804	Unaltered group
NFIB	9p23-p22.3	10.38	10.43	0.67	0.90	-0.05	0.703	0.804	Unaltered group
KANSL1L	2q34	8.84	8.88	0.52	0.57	-0.04	0.703	0.805	Unaltered group
FIGNL2	12q13.13	5.19	5.29	1.38	1.63	-0.10	0.703	0.805	Unaltered group
IFNE	9p21.3	1.32	1.42	1.49	1.63	-0.10	0.703	0.805	Unaltered group
TUSC1	9p21.2	7.58	7.63	0.73	0.85	-0.05	0.704	0.805	Unaltered group
PAIP2B	2p13.3	7.73	7.80	0.88	1.08	-0.06	0.704	0.805	Unaltered group
BRD8	5q31.2	9.85	9.88	0.44	0.49	-0.03	0.704	0.805	Unaltered group
SDCCAG8	1q43-q44	9.01	9.03	0.24	0.52	-0.02	0.704	0.805	Unaltered group
ACBD5	10p12.1	9.74	9.78	0.51	0.55	-0.03	0.704	0.805	Unaltered group
ARL4A	7p21.3	8.87	8.92	0.68	0.81	-0.05	0.704	0.805	Unaltered group
ANKK1	11q23.2	3.13	3.22	1.34	1.55	-0.09	0.704	0.805	Unaltered group
HECTD4	12q24.13	9.99	10.04	0.78	0.72	-0.05	0.704	0.805	Unaltered group
FAM98B	15q14	7.92	7.95	0.46	0.59	-0.03	0.704	0.805	Unaltered group
ANKRD34B	5q14.1	3.32	3.47	2.20	2.65	-0.15	0.705	0.805	Unaltered group
DNMBP-AS1	10q24.2	3.00	3.09	1.35	1.51	-0.09	0.705	0.805	Unaltered group
FDPSP2	7q11.23	3.38	3.46	1.11	1.12	-0.08	0.705	0.805	Unaltered group
NUP214	9q34.13	10.36	10.39	0.44	0.46	-0.03	0.705	0.805	Unaltered group
RAB3IP	12q15	9.19	9.28	1.39	0.92	-0.09	0.705	0.805	Unaltered group
PPP1R8	1p35.3	9.85	9.87	0.33	0.37	-0.02	0.705	0.805	Unaltered group
FERD3L	7p21.1	0.02	0.03	0.11	0.18	-0.01	0.705	0.806	Unaltered group
DNAJB3	2q37.1	0.54	0.60	0.78	1.16	-0.05	0.705	0.806	Unaltered group
ADSL	22q13.1	9.81	9.84	0.50	0.58	-0.03	0.706	0.806	Unaltered group
FAM193A	4p16.3	9.38	9.42	0.46	0.46	-0.03	0.706	0.806	Unaltered group
ZNF205-AS1	16p13.3	2.98	3.03	0.70	0.76	-0.05	0.706	0.806	Unaltered group
NUDT16	3q22.1	9.62	9.65	0.40	0.65	-0.03	0.706	0.806	Unaltered group
TOX3	16q12.1	7.97	8.11	2.12	2.46	-0.14	0.706	0.806	Unaltered group
INO80D	2q33.3	8.82	8.86	0.46	0.51	-0.03	0.706	0.806	Unaltered group
ANO3	11p14.2	3.78	3.90	1.85	2.01	-0.13	0.706	0.806	Unaltered group
YWHAEP7	17q12	1.80	1.87	1.03	1.24	-0.07	0.706	0.806	Unaltered group
SLC45A2	5p13.2	1.17	1.24	0.97	1.23	-0.07	0.707	0.806	Unaltered group
ARMC9	2q37.1	8.40	8.45	0.69	0.96	-0.05	0.707	0.806	Unaltered group
SLC9A8	20q13.13	9.21	9.24	0.49	0.59	-0.03	0.707	0.806	Unaltered group
EFS	14q11.2	8.02	8.09	1.02	1.55	-0.07	0.707	0.807	Unaltered group
SF3A2	19p13.3	9.95	9.99	0.61	0.59	-0.04	0.707	0.807	Unaltered group
ANKRD17	4q13.3	10.96	11.00	0.58	0.52	-0.04	0.708	0.807	Unaltered group
CATSPERE	1q44	2.98	3.05	1.02	1.16	-0.07	0.708	0.807	Unaltered group
FAM167A	8p23.1	7.13	7.23	1.37	1.76	-0.09	0.708	0.808	Unaltered group
CCDC153	11q23.3	4.33	4.42	1.33	1.47	-0.09	0.708	0.808	Unaltered group
CNOT8	5q33.2	10.70	10.73	0.34	0.60	-0.02	0.708	0.808	Unaltered group
PFKFB4	3p21.31	7.77	7.83	0.81	1.10	-0.06	0.709	0.808	Unaltered group
ADIPOR2	12p13.33	10.66	10.69	0.39	0.57	-0.03	0.709	0.808	Unaltered group
HBM	16p13.3	0.09	0.11	0.27	0.28	-0.02	0.709	0.809	Unaltered group
RPS4X	Xq13.1	14.57	14.62	0.65	0.68	-0.04	0.710	0.809	Unaltered group
NFX1	9p12	9.95	9.98	0.43	0.48	-0.03	0.710	0.809	Unaltered group
EXOC4	7q33	10.39	10.41	0.32	0.41	-0.02	0.710	0.809	Unaltered group
PHF5A	22q13.2	8.92	8.96	0.59	0.59	-0.04	0.710	0.809	Unaltered group
G3BP2	4q21.1	11.59	11.61	0.33	0.50	-0.02	0.710	0.809	Unaltered group
BTF3	5q13.2	12.77	12.80	0.41	0.57	-0.03	0.710	0.809	Unaltered group
DSC2	18q12.1	9.62	9.67	0.85	1.19	-0.06	0.710	0.809	Unaltered group
ASH2L	8p11.23	9.79	9.81	0.27	0.59	-0.02	0.710	0.809	Unaltered group
APOOL	Xq21.1	7.10	7.15	0.68	0.73	-0.05	0.710	0.809	Unaltered group
LRTM2	12p13.33	0.36	0.40	0.66	0.90	-0.05	0.710	0.809	Unaltered group
CLEC18C	16q22.1	0.81	0.87	0.89	1.09	-0.06	0.711	0.809	Unaltered group
PCMTD2	20q13.33	10.19	10.23	0.55	0.53	-0.04	0.711	0.810	Unaltered group
SELENBP1	1q21.3	11.27	11.36	1.21	1.54	-0.08	0.711	0.810	Unaltered group
HPX	11p15.4	3.31	3.44	1.95	1.80	-0.13	0.711	0.810	Unaltered group
SPANXN2	Xq27.3	0.02	0.03	0.10	0.19	-0.01	0.711	0.810	Unaltered group
MAPKAPK2	1q32.1	11.84	11.86	0.30	0.41	-0.02	0.711	0.810	Unaltered group
NBEAL1	2q33.2	7.28	7.34	1.01	1.04	-0.07	0.711	0.810	Unaltered group
SLC39A13	11p11.2	9.97	10.02	0.71	0.60	-0.05	0.711	0.810	Unaltered group
C10ORF82	10q25.3	0.90	1.01	1.59	1.61	-0.11	0.712	0.810	Unaltered group
RABGEF1	7q11.21	9.68	9.70	0.36	0.35	-0.02	0.712	0.810	Unaltered group
CWF19L1	10q24.31	8.92	8.96	0.46	0.54	-0.03	0.712	0.810	Unaltered group
RNU11	1p35.3	0.05	0.06	0.20	0.25	-0.01	0.712	0.810	Unaltered group
ZNF554	19p13.3	6.52	6.55	0.42	0.61	-0.03	0.712	0.810	Unaltered group
C12ORF57	12p13.31	10.15	10.20	0.82	0.79	-0.05	0.712	0.810	Unaltered group
PRRG4	11p13	7.79	7.83	0.65	0.95	-0.04	0.713	0.811	Unaltered group
HSD17B8	6p21.32	7.98	8.03	0.73	0.96	-0.05	0.713	0.811	Unaltered group
MTFR1L	1p36.11	9.65	9.67	0.33	0.43	-0.02	0.713	0.811	Unaltered group
KRTAP5-9	11q13.4	1.70	1.75	0.77	1.14	-0.05	0.713	0.811	Unaltered group
WASHC5	8q24.13	10.25	10.28	0.38	0.55	-0.03	0.714	0.812	Unaltered group
NR4A1	12q13.13	10.71	10.82	1.70	1.59	-0.11	0.714	0.812	Unaltered group
SNORA57	11q12.2	0.54	0.58	0.68	0.71	-0.04	0.714	0.812	Unaltered group
SNX13	7p21.1	9.97	10.00	0.38	0.53	-0.03	0.714	0.812	Unaltered group
HS6ST3	13q32.1	2.29	2.41	1.67	1.96	-0.11	0.714	0.812	Unaltered group
SPATA6L	9p24.2-p24.1	6.16	6.24	1.17	1.34	-0.08	0.715	0.812	Unaltered group
PWWP3B	Xq22.3	4.20	4.35	2.29	2.46	-0.15	0.715	0.813	Unaltered group
CAPNS1	19q13.12	12.77	12.80	0.41	0.53	-0.03	0.715	0.813	Unaltered group
RTCA	1p21.2	9.31	9.32	0.25	0.48	-0.02	0.716	0.813	Unaltered group
DCTN6	8p12	8.79	8.83	0.51	0.57	-0.03	0.716	0.813	Unaltered group
TBC1D13	9q34.11	9.50	9.53	0.45	0.50	-0.03	0.716	0.813	Unaltered group
ZFHX4	8q21.13	4.84	4.93	1.45	1.85	-0.10	0.716	0.813	Unaltered group
AQP12A	2q37.3	0.10	0.13	0.37	0.47	-0.02	0.716	0.813	Unaltered group
NACA4P	8q22.3	6.87	6.90	0.47	0.53	-0.03	0.716	0.813	Unaltered group
RNPC3	1p21.1	7.47	7.50	0.58	0.87	-0.04	0.717	0.814	Unaltered group
AKAP17A	Xp22.33 and Yp11.32	9.74	9.79	0.70	0.73	-0.05	0.717	0.814	Unaltered group
HAGHL	16p13.3	6.25	6.34	1.35	1.39	-0.09	0.717	0.814	Unaltered group
HTT	4p16.3	10.96	11.00	0.57	0.59	-0.04	0.717	0.814	Unaltered group
BARD1	2q35	6.28	6.33	0.78	1.02	-0.05	0.717	0.815	Unaltered group
RPS15AP10	1p34.1	2.20	2.27	1.01	0.95	-0.06	0.719	0.816	Unaltered group
TMEM191A	22q11.21	4.67	4.73	0.99	1.10	-0.06	0.719	0.816	Unaltered group
GEN1	2p24.2	7.98	8.02	0.59	0.73	-0.04	0.719	0.816	Unaltered group
DEFB103A	8p23.1	0.14	0.17	0.51	0.67	-0.03	0.720	0.817	Unaltered group
LMBR1L	12q13.12	8.95	8.99	0.53	0.52	-0.03	0.720	0.817	Unaltered group
GOLGA6C	15q24.2	0.07	0.09	0.21	0.30	-0.01	0.720	0.817	Unaltered group
RFESD	5q15	4.52	4.57	0.67	0.75	-0.04	0.721	0.817	Unaltered group
CHD5	1p36.31	1.50	1.58	1.32	1.28	-0.08	0.721	0.818	Unaltered group
PAM	5q21.1	12.10	12.14	0.58	0.84	-0.04	0.721	0.818	Unaltered group
ANKRD20A9P	13q11	3.44	3.49	0.73	0.83	-0.05	0.721	0.818	Unaltered group
SUMO3	21q22.3	11.20	11.22	0.40	0.59	-0.03	0.721	0.818	Unaltered group
HOXC8	12q13.13	3.18	3.30	1.94	2.10	-0.12	0.722	0.818	Unaltered group
HOXD1	2q31.1	6.53	6.66	1.95	2.40	-0.13	0.722	0.819	Unaltered group
DCAF15	19p13.12	8.94	8.98	0.59	0.51	-0.04	0.722	0.819	Unaltered group
CAPS	19p13.3	9.09	9.21	1.88	1.73	-0.12	0.723	0.819	Unaltered group
TEPSIN	17q25.3	8.60	8.64	0.68	0.68	-0.04	0.723	0.820	Unaltered group
ATP5F1E	20q13.32	12.04	12.08	0.64	0.61	-0.04	0.723	0.820	Unaltered group
CAMTA1	1p36.31-p36.23	8.83	8.86	0.39	0.57	-0.03	0.724	0.820	Unaltered group
FBLL1	5q34	1.66	1.75	1.47	1.67	-0.09	0.724	0.820	Unaltered group
PBLD	10q21.3	7.31	7.39	1.16	1.23	-0.07	0.724	0.820	Unaltered group
SNORA74A	5q31.2	0.19	0.22	0.38	0.46	-0.02	0.724	0.820	Unaltered group
KIF1A	2q37.3	4.68	4.91	3.56	3.94	-0.23	0.724	0.820	Unaltered group
C6ORF223	6p21.1	6.99	7.10	1.68	2.06	-0.11	0.724	0.820	Unaltered group
RPLP2	11p15.5	13.32	13.37	0.70	0.67	-0.04	0.724	0.820	Unaltered group
LGALS7	19q13.13	2.47	2.60	2.02	2.18	-0.13	0.724	0.820	Unaltered group
RTL6	22q13.31	9.74	9.76	0.42	0.65	-0.03	0.725	0.821	Unaltered group
TACR3	4q24	0.33	0.38	0.78	0.88	-0.05	0.725	0.821	Unaltered group
RPL9	4p14	9.57	9.69	2.04	1.80	-0.13	0.725	0.821	Unaltered group
IRF2BPL	14q24.3	10.40	10.44	0.56	0.68	-0.04	0.726	0.822	Unaltered group
SYT3	19q13.33	2.94	3.04	1.55	1.82	-0.10	0.726	0.822	Unaltered group
KIF15	3p21.31	6.70	6.76	0.92	1.41	-0.06	0.726	0.822	Unaltered group
LINC00893	Xq28	5.00	5.08	1.30	1.49	-0.08	0.727	0.823	Unaltered group
RBM41	Xq22.3	7.34	7.38	0.50	0.52	-0.03	0.728	0.824	Unaltered group
SERPINB1	6p25.2	11.49	11.52	0.51	0.95	-0.03	0.729	0.824	Unaltered group
MAP3K15	Xp22.12	1.85	1.96	1.74	1.79	-0.11	0.729	0.824	Unaltered group
GNA11	19p13.3	8.65	8.69	0.57	0.64	-0.04	0.729	0.825	Unaltered group
ZKSCAN3	6p22.1	6.08	6.12	0.53	0.77	-0.03	0.729	0.825	Unaltered group
SMC5	9q21.12	9.66	9.69	0.41	0.52	-0.03	0.730	0.825	Unaltered group
ISCA1P1	5q12.1	5.58	5.61	0.53	0.53	-0.03	0.730	0.825	Unaltered group
RSPH6A	19q13.3	0.35	0.40	0.93	0.88	-0.06	0.730	0.825	Unaltered group
ITGB1BP1	2p25.1	9.63	9.65	0.45	0.49	-0.03	0.730	0.825	Unaltered group
TMEM235	17q25.3	0.13	0.15	0.36	0.36	-0.02	0.730	0.825	Unaltered group
GLIS3	9p24.2	8.49	8.55	0.85	1.12	-0.05	0.731	0.825	Unaltered group
OR9A2	7q34	0.02	0.02	0.10	0.11	-0.01	0.731	0.826	Unaltered group
FNDC8	17q12	2.84	2.88	0.64	0.79	-0.04	0.731	0.826	Unaltered group
ZCRB1	12q12	9.64	9.66	0.33	0.49	-0.02	0.731	0.826	Unaltered group
GALNT13	2q23.3-q24.1	4.12	4.26	2.17	2.24	-0.13	0.732	0.826	Unaltered group
NKX2-8	14q13.3	3.73	3.83	1.73	1.87	-0.11	0.732	0.826	Unaltered group
AKAP4	Xp11.22	0.04	0.05	0.17	0.17	-0.01	0.732	0.827	Unaltered group
TEX43	5q23.2	0.01	0.02	0.09	0.11	-0.01	0.733	0.827	Unaltered group
CD99	Xp22.32 and Yp11.3	11.09	11.14	0.76	0.83	-0.05	0.733	0.827	Unaltered group
SLC48A1	12q13.11	9.31	9.34	0.42	0.63	-0.03	0.733	0.827	Unaltered group
KRT16	17q21.2	5.20	5.39	3.08	3.00	-0.19	0.734	0.828	Unaltered group
CEMP1	16p13.3	7.08	7.13	0.82	0.87	-0.05	0.734	0.828	Unaltered group
ASIC2	17q11.2-q12	1.53	1.58	0.78	1.15	-0.05	0.734	0.828	Unaltered group
DOP1B	21q22.12	9.81	9.84	0.57	0.66	-0.03	0.734	0.828	Unaltered group
BHLHB9	Xq22.1	6.68	6.71	0.47	0.71	-0.03	0.734	0.828	Unaltered group
SLC25A35	17p13.1	7.08	7.12	0.67	0.84	-0.04	0.734	0.828	Unaltered group
WDR27	6q27	6.63	6.69	0.98	1.05	-0.06	0.734	0.828	Unaltered group
C6ORF89	6p21.2	11.28	11.30	0.29	0.42	-0.02	0.734	0.828	Unaltered group
GLP2R	17p13.1	0.59	0.63	0.66	1.20	-0.04	0.735	0.828	Unaltered group
LINC00051	8q24.3	0.07	0.09	0.24	0.36	-0.01	0.735	0.828	Unaltered group
CCND3	6p21.1	11.15	11.18	0.52	0.87	-0.03	0.735	0.829	Unaltered group
RPS27A	2p16.1	12.83	12.86	0.57	0.61	-0.03	0.735	0.829	Unaltered group
HAP1	17q21.2	3.06	3.14	1.31	1.76	-0.08	0.735	0.829	Unaltered group
STK38	6p21.31	10.53	10.56	0.37	0.51	-0.02	0.736	0.829	Unaltered group
YIF1B	19q13.2	9.54	9.58	0.61	0.61	-0.04	0.736	0.829	Unaltered group
PCP4L1	1q23.3	7.09	7.24	2.46	2.65	-0.15	0.736	0.829	Unaltered group
ZPBP	7p12.2	0.09	0.11	0.27	0.28	-0.02	0.736	0.829	Unaltered group
GABPB1	15q21.2	8.74	8.77	0.35	0.40	-0.02	0.736	0.829	Unaltered group
UBR3	2q31.1	9.80	9.83	0.49	0.49	-0.03	0.736	0.829	Unaltered group
CLCN7	16p13.3	11.01	11.05	0.65	0.62	-0.04	0.737	0.830	Unaltered group
RLBP1	15q26.1	0.25	0.28	0.40	0.77	-0.03	0.737	0.830	Unaltered group
B3GNT7	2q37.1	10.31	10.38	1.21	1.62	-0.07	0.737	0.830	Unaltered group
KRT33B	17q21.2	0.29	0.32	0.46	0.77	-0.03	0.737	0.830	Unaltered group
KLK15	19q13.33	0.20	0.24	0.65	0.73	-0.04	0.737	0.830	Unaltered group
CLIP1	12q24.31	10.82	10.85	0.50	0.59	-0.03	0.737	0.830	Unaltered group
DNAJB1	19p13.12	11.31	11.34	0.51	0.67	-0.03	0.737	0.830	Unaltered group
SHBG	17p13.1	1.55	1.60	0.89	0.88	-0.05	0.738	0.830	Unaltered group
CARNS1	11q13.2	5.47	5.52	0.92	1.40	-0.06	0.738	0.830	Unaltered group
SH3BGRL2	6q14.1	10.00	10.05	0.86	1.20	-0.05	0.738	0.830	Unaltered group
SPIN4	Xq11.1	7.63	7.68	0.76	0.84	-0.05	0.738	0.831	Unaltered group
KCTD11	17p13.1	8.83	8.86	0.45	0.56	-0.03	0.739	0.831	Unaltered group
SUGCT	7p14.1	5.08	5.18	1.70	1.54	-0.10	0.739	0.831	Unaltered group
TCEAL8	Xq22.1	9.86	9.89	0.51	0.65	-0.03	0.739	0.832	Unaltered group
TMEM86B	19q13.42	6.26	6.31	0.85	0.96	-0.05	0.739	0.832	Unaltered group
ARMS2	10q26.13	0.25	0.28	0.43	0.43	-0.03	0.740	0.832	Unaltered group
AK1	9q34.11	10.10	10.15	0.76	1.03	-0.05	0.740	0.832	Unaltered group
NDUFAF5	20p12.1	6.96	7.00	0.72	0.72	-0.04	0.741	0.833	Unaltered group
FMR1	Xq27.3	10.06	10.08	0.30	0.53	-0.02	0.742	0.834	Unaltered group
OR4F29	1p36.33	0.39	0.42	0.51	0.56	-0.03	0.742	0.834	Unaltered group
MAGEA2	Xq28	2.04	2.24	3.37	3.64	-0.20	0.742	0.834	Unaltered group
DLEU2L	1p31.3	2.34	2.40	1.06	0.85	-0.06	0.742	0.834	Unaltered group
SDHB	1p36.13	10.33	10.35	0.38	0.46	-0.02	0.742	0.834	Unaltered group
GPR135	14q23.1	3.32	3.37	0.76	0.87	-0.05	0.743	0.834	Unaltered group
OR6W1P	7q34	0.03	0.04	0.17	0.16	-0.01	0.743	0.834	Unaltered group
E2F7	12q21.2	5.71	5.79	1.19	1.49	-0.07	0.743	0.835	Unaltered group
GNG12	1p31.3	11.00	11.04	0.52	0.86	-0.03	0.743	0.835	Unaltered group
TSSK3	1p35.1	4.40	4.46	1.09	1.21	-0.06	0.743	0.835	Unaltered group
LPO	17q22	1.94	2.02	1.33	1.47	-0.08	0.744	0.835	Unaltered group
CILK1	6p12.1	9.42	9.45	0.49	0.61	-0.03	0.744	0.835	Unaltered group
ZBTB43	9q33.3	8.60	8.63	0.55	0.60	-0.03	0.744	0.835	Unaltered group
CELA3A	1p36.12	0.10	0.12	0.28	0.64	-0.02	0.744	0.835	Unaltered group
PFDN1	5q31.3	10.16	10.18	0.39	0.47	-0.02	0.745	0.836	Unaltered group
CRYGN	7q36.1	2.26	2.36	1.58	1.77	-0.09	0.745	0.836	Unaltered group
ME1	6q14.2	9.02	9.08	0.95	1.24	-0.06	0.745	0.836	Unaltered group
EHF	11p13	10.25	10.31	0.99	1.38	-0.06	0.746	0.836	Unaltered group
SYT14	1q32.2	1.35	1.45	1.67	1.88	-0.10	0.747	0.837	Unaltered group
GCDH	19p13.13	8.50	8.53	0.48	0.51	-0.03	0.747	0.837	Unaltered group
DYNLT2B	3q29	6.26	6.31	0.90	1.14	-0.05	0.747	0.837	Unaltered group
GRM5	11q14.2-q14.3	3.29	3.39	1.62	2.12	-0.10	0.748	0.838	Unaltered group
MAPRE1	20q11.21	11.53	11.55	0.31	0.43	-0.02	0.748	0.838	Unaltered group
STX5	11q12.3	9.99	10.01	0.32	0.38	-0.02	0.748	0.838	Unaltered group
ELAVL3	19p13.2	0.56	0.66	1.78	1.25	-0.10	0.748	0.838	Unaltered group
KRT84	12q13.13	0.07	0.08	0.23	0.26	-0.01	0.748	0.838	Unaltered group
WBP2	17q25.1	11.55	11.58	0.39	0.47	-0.02	0.748	0.838	Unaltered group
OR8G5	11q24.2	0.05	0.06	0.21	0.25	-0.01	0.748	0.838	Unaltered group
SLURP1	8q24.3	0.30	0.34	0.77	0.74	-0.04	0.748	0.838	Unaltered group
SEMG2	20q13.12	0.04	0.05	0.18	0.26	-0.01	0.749	0.838	Unaltered group
HIRA	22q11.21	9.44	9.47	0.43	0.58	-0.03	0.749	0.838	Unaltered group
BCL6	3q27.3	10.42	10.45	0.48	0.68	-0.03	0.749	0.838	Unaltered group
HOXA10	7p15.2	4.56	4.69	2.12	2.74	-0.12	0.750	0.839	Unaltered group
TPTE2P6	13q12.12	1.53	1.58	0.90	1.19	-0.05	0.750	0.839	Unaltered group
DNAL1	14q24.3	8.55	8.58	0.51	0.56	-0.03	0.750	0.839	Unaltered group
ACSBG2	19p13.3	0.93	0.97	0.70	0.83	-0.04	0.751	0.840	Unaltered group
UBE2G1	17p13.2	10.01	10.03	0.34	0.43	-0.02	0.751	0.840	Unaltered group
ZNF487	10q11.21	4.91	4.95	0.61	0.74	-0.04	0.751	0.840	Unaltered group
ANKRD20A11P	21q11.2	1.18	1.23	0.85	0.93	-0.05	0.751	0.840	Unaltered group
TNNI3	19q13.42	3.58	3.68	1.74	2.75	-0.10	0.751	0.840	Unaltered group
TMEM167A	5q14.2	11.22	11.24	0.41	0.48	-0.02	0.751	0.840	Unaltered group
RHOT1	17q11.2	9.78	9.80	0.31	0.44	-0.02	0.752	0.840	Unaltered group
SELENOW	19q13.33	11.97	12.01	0.69	0.87	-0.04	0.752	0.841	Unaltered group
LRATD1	2p24.3	7.23	7.31	1.29	1.67	-0.07	0.752	0.841	Unaltered group
KANSL2	12q13.11	9.07	9.09	0.40	0.51	-0.02	0.753	0.841	Unaltered group
H2AW	1q42.13	4.61	4.70	1.52	2.06	-0.09	0.753	0.841	Unaltered group
KDM4B	19p13.3	9.58	9.61	0.64	0.55	-0.04	0.753	0.841	Unaltered group
SKINT1L	1p33	0.54	0.57	0.59	0.75	-0.03	0.754	0.841	Unaltered group
HINT1	5q23.3	11.63	11.67	0.62	0.68	-0.04	0.754	0.841	Unaltered group
RPL13AP3	14q22.3	3.95	3.99	0.85	0.95	-0.05	0.754	0.841	Unaltered group
PCA3	9q21.2	0.25	0.27	0.49	0.52	-0.03	0.754	0.842	Unaltered group
FAT1	4q35.2	11.31	11.37	1.09	1.18	-0.06	0.754	0.842	Unaltered group
SLC35G1	10q23.33	6.55	6.60	0.86	1.04	-0.05	0.754	0.842	Unaltered group
C8G	9q34.3	1.98	2.07	1.60	1.48	-0.09	0.754	0.842	Unaltered group
RNF103	2p11.2	9.88	9.91	0.44	0.51	-0.02	0.754	0.842	Unaltered group
TRIB1	8q24.13	11.07	11.10	0.58	0.80	-0.03	0.754	0.842	Unaltered group
SAR1A	10q22.1	11.22	11.24	0.36	0.37	-0.02	0.754	0.842	Unaltered group
MFSD5	12q13.13	9.61	9.63	0.34	0.41	-0.02	0.755	0.842	Unaltered group
APOBEC2	6p21.1	2.65	2.75	1.71	1.78	-0.10	0.755	0.842	Unaltered group
LAMTOR1	11q13.4	10.92	10.95	0.52	0.49	-0.03	0.755	0.842	Unaltered group
PDE4A	19p13.2	9.49	9.52	0.54	0.79	-0.03	0.755	0.842	Unaltered group
HSP90B1	12q23.3	14.33	14.37	0.62	0.63	-0.03	0.755	0.842	Unaltered group
GGNBP1	6p21.31	0.13	0.14	0.25	0.36	-0.01	0.756	0.842	Unaltered group
SRF	6p21.1	10.22	10.24	0.32	0.44	-0.02	0.756	0.842	Unaltered group
FAM111B	11q12.1	7.51	7.56	1.05	1.22	-0.06	0.756	0.842	Unaltered group
C7ORF26	7p22.1	9.17	9.19	0.34	0.46	-0.02	0.756	0.842	Unaltered group
PADI1	1p36.13	3.13	3.30	3.02	2.75	-0.17	0.756	0.842	Unaltered group
RBM25	14q24.2	10.71	10.73	0.43	0.45	-0.02	0.756	0.843	Unaltered group
PLIN3	19p13.3	10.77	10.80	0.53	0.68	-0.03	0.757	0.843	Unaltered group
IFT88	13q12.11	7.64	7.68	0.55	0.61	-0.03	0.757	0.843	Unaltered group
EYA1	8q13.3	4.01	4.12	2.07	2.23	-0.12	0.757	0.843	Unaltered group
YBX3	12p13.2	11.48	11.51	0.58	0.65	-0.03	0.758	0.844	Unaltered group
ZNF404	19q13.31	5.13	5.17	0.58	1.19	-0.04	0.758	0.844	Unaltered group
B4GALNT2	17q21.32	2.77	2.92	2.71	2.81	-0.15	0.758	0.844	Unaltered group
COPE	19p13.11	11.22	11.26	0.75	0.59	-0.04	0.758	0.844	Unaltered group
FAM149B1	10q22.2	8.70	8.71	0.28	0.48	-0.02	0.758	0.844	Unaltered group
TMEM252	9q21.11	0.36	0.40	0.88	0.97	-0.05	0.758	0.844	Unaltered group
ADAR	1q21.3	13.16	13.18	0.52	0.50	-0.03	0.759	0.845	Unaltered group
SETD7	4q31.1	10.94	10.97	0.45	0.66	-0.03	0.759	0.845	Unaltered group
CCDC154	16p13.3	3.12	3.20	1.59	1.78	-0.09	0.759	0.845	Unaltered group
CCDC157	22q12.2	5.21	5.27	1.17	1.03	-0.06	0.759	0.845	Unaltered group
RGR	10q23.1	0.09	0.11	0.23	0.35	-0.01	0.760	0.845	Unaltered group
CYP4Z2P	1p33	1.43	1.49	1.13	1.46	-0.06	0.760	0.845	Unaltered group
OPN1SW	7q32.1	1.25	1.31	1.14	0.79	-0.06	0.760	0.845	Unaltered group
SLC30A2	1p36.11	2.37	2.46	1.71	2.01	-0.09	0.760	0.845	Unaltered group
ELOVL6	4q25	7.51	7.58	1.37	1.70	-0.08	0.760	0.846	Unaltered group
SURF1	9q34.2	9.68	9.70	0.51	0.58	-0.03	0.760	0.846	Unaltered group
SNORA53	12q23.1	0.77	0.82	0.83	0.68	-0.04	0.761	0.846	Unaltered group
CHAC2	2p16.2	6.06	6.11	0.87	0.86	-0.05	0.761	0.847	Unaltered group
R3HCC1	8p21.3	9.10	9.12	0.38	0.53	-0.02	0.761	0.847	Unaltered group
GABRB2	5q34	4.10	4.19	1.52	2.11	-0.08	0.762	0.847	Unaltered group
C4ORF46	4q32.1	7.78	7.81	0.52	0.71	-0.03	0.762	0.847	Unaltered group
MBTD1	17q21.33	8.89	8.91	0.47	0.56	-0.03	0.762	0.847	Unaltered group
MAGEB1	Xp21.2	0.48	0.56	1.45	1.49	-0.08	0.762	0.847	Unaltered group
TMEM102	17p13.1	7.60	7.62	0.41	0.62	-0.02	0.762	0.847	Unaltered group
RPA4	Xq21.33	0.99	1.02	0.60	0.74	-0.03	0.762	0.847	Unaltered group
XDH	2p23.1	7.51	7.63	2.16	1.98	-0.12	0.763	0.847	Unaltered group
FAM156A	Xp11.22	8.97	9.02	0.80	0.82	-0.04	0.763	0.847	Unaltered group
MIR17HG	13q31.3	4.84	4.90	1.09	1.25	-0.06	0.763	0.847	Unaltered group
MESP2	15q26.1	3.62	3.71	1.65	1.74	-0.09	0.763	0.847	Unaltered group
TBC1D3C	17q12	4.42	4.50	1.40	1.78	-0.08	0.763	0.847	Unaltered group
RBM3	Xp11.23	12.22	12.24	0.51	0.66	-0.03	0.763	0.848	Unaltered group
